Item Number,product,brand,new_price,old_price,num_reviews,rating,recommand,key_benefit,Weight,Food Form,Lifestage,Food Texture,Special Diet,Packaging Type
116327,"Natural Balance L.I.D. Limited Ingredient Diets Indoor Grain-Free Turkey & Turkey Liver Formula Wet Cat Food, 5.5-oz, case of 24",Natural Balance,38.2,45.36,36,2.8,58,"Limited-ingredient, grain-free wet food created especially for the needs of indoor cats.,Lean formula supports a healthy weight, with real turkey as the first ingredient.,Prebiotic fiber supports healthy digestion, which makes for easier litter box cleanup.,Balanced omega-3 and omega-6 fatty acids help maintain healthy skin and a shiny coat.,Offers hairball control and contains no artificial colors, flavors or preservatives.",,Wet Food,Adult,Pate,"Grain-Free, Indoor, Limited Ingredient Diet, Sensitive Digestion, Weight Control, No Corn No Wheat No Soy",Can
186301,"Tiki Cat Broths Beef in Broth with Meaty Bits Grain-Free Wet Cat Food Topper, 1.3-oz pouch, case of 12",Tiki Cat,10.69,11.88,2,3.0,50,"A great way to add healthy hydration to your cat’s diet.,Comes in convenient, single-serve pouches.,100% free of sugar, starch, salt, grains, by-products, fillers, artificial flavors and colors.,Crafted with high-quality proteins.,Low in calories—can be served as a topper or alone as a tasty snack.",1.125,Food Topping,Adult,,Grain-Free,
143724,"Rachael Ray Nutrish PEAK Natural Grain-Free Woodland Catch Recipe with Real Chicken & Trout in Savory Sauce Wet Cat Food, 2-oz, case of 24",Rachael Ray Nutrish,25.98,0.0,4,4.2,75,"Tender cuts of chicken and trout are stirred into a hearty gravy, with real chicken as the first ingredient.,This high-protein food is made with no grain, gluten or filler ingredients, so you can trust what you’re serving your cat is as healthy as it is affordable.,Boosted only with added vitamins, minerals and taurine, this complete meal is sure to give your feline friend all the nutrition they need,This nutrient-packed meal is made with food your cat instinctively craves.,A palatable plate with all the tastes and textures sure to please even the finickiest of felines.",4.2,Wet Food,Adult,Shredded,"Grain-Free, Gluten Free, High-Protein, Pea-Free",Tray
114143,FirstMate Turkey Formula Limited Ingredient Grain-Free Canned Cat Food,FirstMate,38.93,0.0,35,4.1,80,"A delicious wet food with 96% protein from free-run turkey, and 4% protein from vegetables.,Nutritionally complete and balanced for cats of all ages, from kitten to senior.,Limited ingredient recipe completely free of grains, glutens, carrageenan, or guar gum, in BPA-free cans.,Simple ingredients make this food a great option for pets prone to food sensitivities or allergies.,Manufactured at their family-owned facility in North America with care.",9.5,Wet Food,Adult,Pate,"Gluten Free, Sensitive Digestion, Grain-Free, Limited Ingredient Diet, Pea-Free, Non-GMO",Can
99632,"Nature's Logic Feline Duck & Salmon Recipe Grain-Free Canned Cat Food, 5.5-oz, case of 24",Nature's Logic,52.12,54.86,32,4.0,83,"100% real duck listed as the first ingredient and contains over 90% animal protein for nutrition that closely resembles a cat’s primal diet.,100% grain-free and gluten-free formula that’s low in carbohydrate for felines with food sensitivities.,Free from potatoes, peas, lentils, wheat, corn, rice, soy, potato or chemically synthesized vitamins, minerals, trace nutrients, carrageenan, guar gum or xanthan gum.,Contains whole foods such as apples, apricots, blueberries, kelp and carrots for nourishment that’s derived from nature.,Formulated with naturally occurring taurine found in the organ and muscle meat, as well as the plasma for nose-to-tail well-being in every bite.",,Wet Food,Adult,Pate,"Grain-Free, Gluten Free, No Corn No Wheat No Soy, Pea-Free",Can
130472,"Against the Grain Tuna Toscano with Tomato & Salmon Dinner Grain-Free Wet Cat Food, 2.8-oz, case of 24",Against the Grain,24.49,26.4,19,4.4,84,"Against the Grain is committed to using sustainable, wholesome ingredients that are dolphin and turtle-safe, and free of GMOs, hormones and antibiotics.,Fortified with vitamins, minerals and nutrients for complete and balanced nutrition whether served as a full meal or a savory topper over dry kibble.,Grain-free and gluten-free recipe is easy to digest and ideal for the cat with allergies or food sensitivities.,Healthy, garden-fresh tomatoes are rich in vitamins A, C and E, bioflavonoids and antioxidants; also helps balance pH to limit crystals.,Sustainably caught, hand-packed wild bonito tuna is the very first ingredient in this delectable food that also includes savory salmon and delicious tomatoes.",2.5,Wet Food,Adult,Shredded,"Grain-Free, Gluten Free, Pea-Free",Can
158525,"Dr. Elsey's cleanprotein Rabbit & Turkey Recipe Grain-Free Canned Cat Food, 5.5-oz, case of 24",Dr. Elsey's,52.56,0.0,8,4.2,100,"Features real rabbit as the first ingredient to satisfy your carnivore's natural desire for meat.,Made without grain or gluten, so it's safe for many sensitive kitties.,Includes high-quality protein sources as the first five ingredients.,Felines love the smooth, savory pate formula—which naturally adds moisture to their routine!,Crafted with real ingredients and added vitamins and minerals, for a healthy meal without fillers.",5.5,Wet Food,Adult,Pate,"Gluten Free, Grain-Free, High-Protein, Pea-Free",Can
186000,"I and Love and You Feed Meow Variety Pack Cat Food Topper, 3-oz pouch, case of 6",I and Love and You,9.99,0.0,3,3.0,67,"Crafted with real mackerel, turkey or chicken first.,Comes with 6 convenient pouches and 3 recipes—Feed Meow Shine, Feed Meow Boost and Feed Meow Tummy.,Each recipe helps support your feline from the inside out—one promotes a shiny coat, another offers a boost of superfoods and the third promotes healthy digestion.,Grain-free recipe made with zero corn, wheat, soy or added gluten.,Crafted with only non-GMO protein and produce.",1.33,Food Topping,Adult,Chunks in Gravy,,Pouch
115102,"Hound & Gatos 98% Lamb, Chicken & Salmon Grain-Free Canned Cat Food, 5.5-oz, case of 24",Hound & Gatos,48.99,0.0,39,4.1,82,"Made from high-quality lamb, chicken and salmon with 98% of the protein coming from an animal.,Completely free of plant protein, this is an ancestrally appropriate carnivore diet.,Single protein source fortified with vitamins and minerals.,Wholesome meat free of added carbohydrates.",,Wet Food,Adult,Pate,"No Corn No Wheat No Soy, Grain-Free, Gluten Free, Pea-Free",Can
105869,Whole Earth Farms Grain-Free Real Beef & Turkey Pate Recipe Canned Cat Food,Whole Earth Farms,30.96,0.0,26,4.0,85,"Made with high-quality, protein-rich beef and turkey cooked in America with the earth’s best ingredients.,Savory grain-free recipe brimming with wholesome USA-sourced ingredients like nourishing turkey liver and eggs.,Naturally nutritious and made with high-quality beef as the first ingredient and full of vitamins and minerals.,Nutritionally balanced for cats of all ages and sizes.,A delicious and healthful meal made with the highest quality standards.",,Wet Food,Adult,Pate,"Grain-Free, No Corn No Wheat No Soy, Pea-Free",Can
207645,"Farmina N&D Prime Chicken & Pomegranate Recipe Adult Cat Dry Food, 11-lb bag",Farmina,48.64,50.67,3,4.7,100,"98% of protein is derived from animal sources.,Clinically tested through cruelty-free research to have a low glycemic index.,Made with regionally-sourced ingredients.,Contains no peas, whole legumes, meals or by-products.,This completely balanced diet doesn’t require any supplements.",11.0,Dry Food,Adult,,,
143604,"Only Natural Pet Feline PowerFood Kitten Power Dinner Grain-Free Dry Cat Food, 4.5-lb bag",Only Natural Pet,25.99,0.0,10,4.0,80,"Specially formulated for kittens and contains high-protein and high-quality ingredients including chicken, turkey meal, chicken meal and salmon meal, as well as low glycemic carbohydrates and real fruit and vegetables.,Coated with freeze-dried PowerBoost blend of digestive enzymes, probiotics, pumpkin, turmeric and green mussels for enhanced nutrition and improved digestion for your furry friend.,Omega-3 fatty acids, EPA and DHA promote a healthy coat, skin, joints, heart, brain and eye development so your active and growing kitten is always at her best.,Formulated with non-GMO and grain-free ingredients that never contain by-products, artificial colors, preservatives or flavors because your feline friend deserves only the best ingredients.,Made in the USA and chock full of amino acids, essential fatty acids and free from wheat, soy, oats or potatoes.",4.5,Dry Food,Kitten,,"Grain-Free, No Corn No Wheat No Soy, Gluten Free, High-Protein, Non-GMO",
151358,"Lucy Pet Products Formulas For Life Salmon, Pumpkin & Quinoa Formula Grain-Free Dry Cat Food",Lucy Pet Products,33.99,39.99,9,4.3,100,"Includes Lucy's special Prebiotic Balanced Fiber blend for gut health—a unique, high-quality mix of fiber sources including quinoa, flaxseed and more.,Made with real salmon as the first ingredient, for a protein-packed food you can be proud to feed your pet.,Complex superfood blend of ingredients and antioxidant nutrients support a healthy immune system.,Complete and balanced food for all life stages—including the growth of kittens.,Every purchase helps animals in need by contributing to the Lucy Pet Foundation, so you can feel great feeding your pal and helping others who need a paw.",10.0,Dry Food,Adult,,"Grain-Free, Gluten Free, No Corn No Wheat No Soy",
133699,Solid Gold Tropical Blendz with Chicken Liver & Coconut Oil Pate Grain-Free Canned Cat Food,Solid Gold,15.12,15.92,11,2.8,82,"Holistic, grain and gluten free formula with chicken and chicken liver as the top ingredients for a lean, tasty and highly-digestible protein source.,Coconut oil provides healthy fatty acids that support overall wellbeing and a healthy skin and coat.,Loaded with nutrient-rich veggies, taurine, vitamins and minerals for a balanced diet for all life stages, even kittens and senior cats.,Your kitty will love the pate texture and meaty flavor as a complete meal on its own or a tasty topper for dry food.,Free from fillers like corn, wheat, gluten, soy, artificial preservatives, carrageenan and meat by-product meals.",6.0,Wet Food,Adult,Pate,"Gluten Free, Grain-Free, No Corn No Wheat No Soy, Pea-Free",Can
52616,"Evanger's Grain-Free Duck Canned Dog & Cat Food, 6-oz, case of 24",Evanger's,47.63,58.61,33,3.7,69,"Easy open cans featuring a grain-free recipe for dogs and cats made with real duck,Simple recipe with single source protein is ideal for pets with food sensitivities or allergies,Perfect for protein rotation diets or as yummy food toppers for Evanger's dry food recipes to liven up dinner time,Recipe free of corn, wheat, soy, artificial colors or flavors.,Kosher certified and endorsed by the Chicago Rabbinical Council (cRc) as acceptable for your pet to enjoy during Passover.",,Wet Food,Adult,Pate,"No Corn No Wheat No Soy, Grain-Free, Gluten Free, Limited Ingredient Diet, Pea-Free",Can
99708,"PureBites Mixers 100% Tuna & Chicken in Water Grain-Free Cat Food Trays, 1.76-oz, case of 12",PureBites,21.48,0.0,15,4.5,93,"These convenient single-portion wet food trays are crafted with only three ingredients, 100% chicken breast, wild skipjack tuna, and water.,They're naturally grain-free, high in protein, and don't contain any corn, wheat, or soy.,Perfect for kitties who might have allergies, are on a restricted diet, or have gastrointestinal issues.,The smaller portion size only contains 31 calories per tray which means even pets who are overweight or diabetic can enjoy the taste of pure chicken breast and wild skipjack tuna.,The smaller tray size is ideal for serving as a topper, mixer or treat. They're full of moisture so it's a great way to keep your pet hydrated.",,Food Topping,Adult,Shredded,"High-Protein, Limited Ingredient Diet, Grain-Free, No Corn No Wheat No Soy, Pea-Free",Tray
173312,"Zesty Paws Freeze-Dried, Raw Human Grade & Free Range Chicken Dogs & Cat Treats",Zesty Paws,18.97,21.97,83,4.9,100,"Made with just one wholesome ingredient—free-range chicken breast!,All-natural, human-grade and made without GMOs.,Can be served as a tasty treat or a delicious topper.,Freeze-dried to help preserve flavor and nutrients.,Offers canines and felines plenty of protein with essential amino acids to support overall health.",0.33,Freeze-Dried,Adult,,"Raw, Non-GMO",
143193,"Instinct by Nature's Variety Limited Ingredient Diet Grain-Free Real Turkey Recipe Wet Cat Food Topper, 3-oz pouch, case of 24",Instinct,33.36,0.0,5,3.0,40,"Single-protein source meal enhancer is made with cage-free turkey for the pure protein needed for lean muscles.,Made with purposeful ingredients like a single veggie and free of grain, corn, wheat, soy, potato, carrageenan, chicken, beef, fish, dairy, eggs, or artificial colors or preservatives.,Perfect for cats with food sensitivities or allergies, as well as kitties on limited ingredient diets.,Easy-tear package makes it simple to enhance every meal by using it as a topper or mix-in, and the savory gravy is great for picky eaters.,Real gravy adds healthy hydration to daily meals, and is made in the USA with the finest ingredients from around the world.",5.44,Food Topping,Adult,,"Grain-Free, High-Protein, Limited Ingredient Diet, No Corn No Wheat No Soy",Pouch
114138,KASIKS Cage-Free Chicken Formula Grain-Free Canned Cat Food,KASIKS,38.93,0.0,23,3.9,83,"Family-owned and operated company uses state-of-the-art and BPA-free cannery and oversees all production.,Coconut, kale, and berries add antioxidants for complete and balanced nutrition, plus vitamins and taurine.,Limited-ingredient single-meat recipe is free from gums, thickeners, grain, gluten, and potatoes.,Proudly uses cage-free, boneless chicken free of added hormones as the number one ingredient.,Uses only the highest-quality ingredients for tasty recipes suited for all life stages.",,Wet Food,Adult,Pate,"Grain-Free, Gluten Free, Limited Ingredient Diet, No Corn No Wheat No Soy",Can
66900,"Against the Grain Aloha Tuna with Seaweed & Crab Dinner Grain-Free Canned Cat Food, 2.8-oz, case of 24",Against the Grain,19.99,23.76,30,3.8,70,"Against the Grain is committed to using sustainable, wholesome ingredients that are free of GMOs, hormones and antibiotics.,Fortified with vitamins, minerals and nutrients for complete and balanced nutrition whether served as a full meal or a savory topper over dry kibble.,Grain-free and gluten-free recipe is easy to digest and ideal for the cat with allergies or food sensitivities.,Hand-selected, hand-packed tuna is the very first ingredient in this delectable food, along with real crab and seaweed.,Added taurine helps support your furry friend’s healthy eyesight and strong heart function.",,Wet Food,Adult,Shredded,"Grain-Free, Gluten Free, No Corn No Wheat No Soy, Pea-Free, Non-GMO",Can
104601,American Natural Premium Original Recipe Dry Cat Food,American Natural Premium,27.99,39.89,11,4.3,90,"Chicken and rice-based formula with simple, high-quality ingredients that are easy to digest,High palatability and maximum digestibility ensures your cat gets all of the nutritional benefits this healthy food has to offer,Packed with nutrients to support overall well-being,No artificial colors, flavors or preservatives,Balanced nutrition for all life stages from kitten to senior",12.0,Dry Food,Adult,,"No Corn No Wheat No Soy, Pea-Free",
65698,"Castor & Pollux Organix Grain-Free Organic Shredded Chicken & Chicken Liver Recipe in Gravy All Life Stages Canned Cat Food, 5.5-oz, case of 24",Castor & Pollux,51.6,57.36,47,3.8,77,"All life-stage wet food is made with organic free-range chicken as the first ingredient for animal sourced protein to support healthy muscles.,Packed with wholesome veggies and organic cranberries, plus essential vitamins, minerals and taurine to support healthy eyes and a healthy heart.,Contains omega-3 and 6 fatty acids to nourish skin and fur, with zero grains, corn, soy, or wheat so it’s great for kitties with sensitivities or food allergies.,Supports digestive and urinary health by providing adequate hydration from tasty broth-based gravy, and includes fiber for healthy tummies and hairball control.,Made in the USA with organic ingredients from sustainable farms and grown without chemical pesticides, synthetic fertilizers, added growth hormones or antibiotics.",,Wet Food,Adult,Shredded,"Grain-Free, Organic, No Corn No Wheat No Soy, Non-GMO",Can
150408,Merrick Purrfect Bistro Indoor Adult Chicken Pate Grain-Free Canned Cat Food,Merrick,38.66,40.56,8,3.0,50,"Rich in animal protein and 100% grain-free, with chicken as the first ingredient.,Helps maintain a healthy weight for adult, indoor cats.,Omega-6 and 3 fatty acids nourish skin and fur.,Antioxidants help support a healthy immune system.,Cooked in the USA with the world's best ingredients.",10.53,Wet Food,Adult,Pate,"Grain-Free, Gluten Free, No Corn No Wheat No Soy, High-Protein, Indoor",Can
102281,"Purina Muse MasterPieces Arctic Char Recipe with Tomatoes & Spinach Natural Canned Cat Food, 3-oz, case of 24",Purina Muse,30.0,0.0,3,2.3,67,"This shredded style food is made with natural ingredients plus essential nutrients for a complete and balanced meal.,Crafted with real poultry or fish and veggies for a taste that will have your cat purring for more.,Made without common food allergens like corn or soy for cats with sensitivities.,Made with zero poultry by-product meal, or added artificial colors, flavors, or preservatives.,Made in the USA in St. Joseph, Missouri.",,Wet Food,Adult,Shredded,,Can
133507,"CANIDAE Grain-Free PURE WILD Rocky Creek with Trout Canned Cat Food, 3-oz, case of 18",CANIDAE,28.62,0.0,10,3.9,80,"Real trout is the very first ingredient in this premium, protein-packed meal that also includes turkey liver and dried egg.,The grain-free recipe is easy on her digestion and ideal for the cat with allergies or food sensitivities.,Fortified with vitamins, minerals and nutrients to provide complete and balanced nutrition for active cats of all ages.,Added taurine supports healthy heart function, strong eyesight, normal digestion and overall immune strength.,Your cat will go wild for these savory, meaty flakes in gravy whether served as a complete meal or a delicious topper over dry kibble to add variety to her diet.",3.375,Wet Food,Adult,Flaked,"Grain-Free, High-Protein, Pea-Free",Can
79094,Blackwood Chicken Meal & Rice Recipe Indoor Formula Dry Cat Food,Blackwood,22.71,32.99,21,4.0,90,"Wholesome nutrition comes together to create an easy-to-digest recipe that delivers superior nourishment in every bowl.,Boosted with omega-6 & -3 fatty acids to help support your feline's skin and coat health.,Cooked in small batches, so you know that each bite was crafted with care.,Includes plenty of taurine to support your kitty's eye and heart health.,Features vitamins, minerals, and antioxidant nutrients to help support your cat's immune function.",13.22,Dry Food,Adult,,"Indoor, No Corn No Wheat No Soy, Pea-Free",
157012,Go! Solutions Skin + Coat Care Chicken Recipe Dry Cat Food,Go!,32.99,0.0,22,4.6,91,"Preventative health recipe starts with protein-rich chicken meal to support healthy muscles and activity.,Formulated by PhD pet nutritionists to provide a complete and balanced diet for cats, with targeted blend of vitamins, minerals and taurine.,Packed with antioxidants for immune health and omega-3 fatty acids to support a healthy and lustrous skin and coat.,Includes prebiotic fibers to promote healthy digestion, and superfoods like kelp and alfalfa for antioxidant support.,Zero beef, wheat, corn, soy, by-product meals, added growth hormones or artificial preservatives.",8.0,Dry Food,Adult,,"No Corn No Wheat No Soy, Sensitive Digestion, Pea-Free",
99380,"Solid Gold Purrfect Pairings Savory Mousse with Whitefish & Goat Milk Grain-Free Cat Food Cups, 2.75-oz, case of 6",Solid Gold,8.34,8.94,17,3.6,75,"Holistic formula with high-protein whitefish in a lip-smacking and filling mousse made with wholesome goat milk.,It’s the protein-centered diet that cats and kittens love, and the juicy mousse is perfect for finicky eaters.,Provides all the essential amino acids, minerals, vitamins, antioxidants and taurine your kitty needs for overall health.,The goat milk is a great source of easy-to-digest nutrients and helps provide much-needed daily hydration.,Comes in easy-to-open, perfect-portion cups that can be fed on their own or mixed into dry food, and contain no gluten or grains.",,Wet Food,Adult,Pate,"No Corn No Wheat No Soy, Gluten Free, Grain-Free",Tray
119067,"Dr. Elsey's cleanprotein Salmon Formula Grain-Free Canned Cat Food, 5.5-oz, case of 24",Dr. Elsey's,32.45,47.76,37,3.2,65,"First ingredient is salmon for high levels of protein to promote a healthy body mass and a satisfied appetite.,Primary ingredients are among the highest biological value proteins available.,Lower glycemic formula delivers just 4% of energy from carbohydrates.,Ingredient profile is no-to-low oxalate to help prevent calcium oxalate crystals and bladder stones.,100% grain, gluten and filler free in a smooth pate formula that’s full of vitamins and minerals like taurine.",0.34375,Wet Food,Adult,Pate,"Grain-Free, Gluten Free, High-Protein, Pea-Free",Can
148123,"Purina Muse Natural Grain-Free Ocean Fish Recipe with Carrots & Tuna Flakes in Broth Wet Cat Food, 1.76-oz pouch, case of 16",Purina Muse,20.64,22.24,42,4.5,98,"Real ocean fish is the first ingredient in this healthful recipe that's sure to tempt your cat.,Wholesome recipe is grain-free and gluten-free, making it safe for cats with sensitivities or allergies.,Packaged in a pet-safe, BPA-free pouch that you can trust to carry nothing but nourishing goodness.,Made without other common allergens like corn, wheat or soy for kitties with sensitivities or choosy pet parents.,Rejects unnecessary ingredients like poultry by-product meals or fillers—so you know this food is packed with ingredients your cat needs.",2.22,Wet Food,Adult,Flaked,"Grain-Free, Pea-Free",Pouch
115375,"Tender & True Organic Chicken & Liver Recipe Grain- Free Canned Cat Food, 5.5-oz, case of 24",Tender & True,39.99,0.0,24,3.0,79,"First ingredient is USDA Certified organic chicken sourced from U.S. farmers.,Chicken is GAP Certified Step 3 by the Global Animal Partnership, which means it has been humanely raised.,100% complete and balanced nutrition with added vitamins, minerals and other trace nutrients.,Always made in the USA free from grain, GMOs, corn, soy or wheat or artificial colors, flavors or preservatives.,Specially formulated by pet nutritionists for cats throughout all life stages.",0.34375,Wet Food,Adult,Pate,"Grain-Free, Organic, No Corn No Wheat No Soy",Can
150396,Merrick Purrfect Bistro Grilled Chicken Recipe Grain-Free Canned Cat Food,Merrick,38.66,40.56,11,3.5,64,"Rich in animal protein and 100% grain free, with chicken as the first ingredient.,Grilled-in-gravy recipes offer a unique form and texture cats will love.,Made with fresh garden vegetables.,Contains guaranteed levels of omega-3 and -6 for healthy skin and fur.,Cooked in the USA with the world's best ingredients.",10.53,Wet Food,Adult,Pate,"Grain-Free, Gluten Free, No Corn No Wheat No Soy, High-Protein",Can
157506,Ziwi Peak Mackerel Recipe Canned Cat Food,Ziwi,44.52,0.0,6,3.8,67,"Sustainably wild-caught New Zealand blue mackerel delivers healthy omega-3 and omega-6 fatty acids to promote healthy brain and eye development and encourage healthy skin and a shiny, lustrous coat.,Supports healthy joints and mobility with 3% New Zealand green mussels, which provide a natural source of chondroitin and glucosamine.,Chunky, loaf-styled food is complete and balanced for adult cats.,Recipe free of grains, corn, wheat, soy, rice, potatoes, tapioca starch, fillers or meals.,Made with zero gelling agents, preservatives, or sugars and glycerin because your cat is sweet enough!",4.875,Wet Food,Adult,Pate,"Grain-Free, No Corn No Wheat No Soy, Limited Ingredient Diet, Non-GMO",Can
75429,"Wysong Nurture with Quail Dry Dog & Cat Food, 5-lb bag",Wysong,25.12,0.0,32,4.4,97,"Highly unique natural pet food which can double as both dog food and cat food!,It is comprised of a small, extremely palatable protein rich kibble ,Also combined with a generous portion of TNT processed (raw) delicious quail shreds,A diet with unequalled nutrition and unparalleled taste,Carefully packaged in an oxygen and light-impervious stand-up bag",5.0,Dry Food,Adult,,,
82163,Lotus Just Juicy Turkey Stew Grain-Free Canned Cat Food,Lotus,47.04,0.0,29,4.0,89,"Each can is hand packed in California with non-BPA lining.,Crafted with real turkey as the very first ingredient and turkey broth for plenty of purr-worthy moisture.,This grain-free recipe is paw-fect for sensitive kitties.,USDA inspected and made free from carrageenan, guar gum or xanthan gum.,Packed with vitamins and minerals to support a strong immune system.",,Wet Food,Adult,Stew,"Grain-Free, Limited Ingredient Diet, Pea-Free",Can
66525,"Dave's Pet Food 95% Premium Meat Grain-Free Turkey & Turkey Liver Pate Canned Cat Food, 5.5-oz, case of 24",Dave's Pet Food,33.36,38.19,16,3.6,75,"Grain-free wet food is made with 95% premium meat with turkey as the first ingredient for animal sourced protein to support healthy muscles.,Packed with essential vitamins and minerals for overall health, and taurine to support healthy eyes and a healthy heart.,Contains omega-3 and 6 fatty acids to nourish skin and fur, with zero grains so it’s great for kitties with sensitivities or food allergies.,Supports digestive and urinary health by providing adequate hydration from tasty and moist pate.,Provides a complete and balanced diet for all breeds and overweight kitties, on its own or as a tasty kibble topper.",,Wet Food,Adult,Pate,"Grain-Free, Gluten Free, No Corn No Wheat No Soy, Pea-Free",Can
150385,Merrick Limited Ingredient Diet Grain-Free Tuna Canned Cat Food,Merrick,38.66,40.56,20,2.7,70,"Limited ingredient recipe is specially formulated with a smaller list of ingredients, making it ideal for pets with sensitivities.,Single source of animal protein is great for kitties with sensitivities and allergies, or on limited ingredient diets.,Grain-free recipe features tuna as the first ingredient for the essential nutrients to support healthy muscles and energy.,This potato-free recipe is easy on the stomach and made with carbohydrates that are easy to digest.,Made in the USA with locally-sourced ingredients from trusted growers, with zero corn, soy, artificial colors, flavors or preservatives.",5.3,Wet Food,Adult,Pate,"Limited Ingredient Diet, Grain-Free, No Corn No Wheat No Soy, Gluten Free",Can
66689,Dave's Pet Food Naturally Healthy Grain-Free Chicken & Whitefish Dinner Canned Cat Food,Dave's Pet Food,28.56,30.99,24,3.5,57,"Grain-free wet food is made with chicken and whitefish as the top ingredients for animal sourced protein to support healthy muscles.,Packed with essential vitamins and minerals for overall health, and taurine to support healthy eyes and a healthy heart.,Contains omega-3 and 6 fatty acids to nourish skin and fur, with zero grains, wheat or wheat gluten so it’s great for kitties with sensitivities or food allergies.,Supports digestive and urinary health by providing adequate hydration from tasty broth-based gravy.,Provides a complete and balanced diet for all breeds, on its own or as a tasty kibble topper.",,Wet Food,Adult,Pate,"Grain-Free, Gluten Free, Pea-Free",Can
49306,"Weruva Marbella Paella with Mackerel, Shrimp & Mussels Grain-Free Canned Cat Food",Weruva,47.76,49.99,46,4.1,84,"Grain-free wet food is made with mackerel, shrimp and mussels as the top ingredients so it’s high in protein sourced from real meat.,Formulated to satisfy a carnivore’s cravings for animal protein, with savory gravy in every gourmet recipe.,Provides a balanced blend of amino acids, omegas, vitamins and minerals plus taurine for heart and vision health.,Broth-based gravy makes it appealing to picky eaters, and provides adequate hydration to support overall well-being.,100% grain-free, complete and balanced meal in every can, with zero BPA, GMOs or MSG; made in a human food facility.",,Wet Food,Adult,Aspic / Gelee,"Grain-Free, Gluten Free, Pea-Free, Non-GMO",Can
148133,"Purina Muse Creatables Simply Sauce Natural Grain-Free Seafood Chowder Lickable Cat Treats, 1.4-oz pouch, case of 14",Purina Muse,18.06,0.0,188,4.6,95,"The Simply Sauce can be fed as a standalone treat or topper to your cat’s current food, or it can be combined with Creatables Tender Filets and Crunchy Bites for a complete and balanced meal.,Crafted with a saucy blend of seafood flavors from real fish broth, seabass and scallops.,Purina Muse Creatables allow pet parents to mix and match various food components and a variety of flavors to make mealtime a fun, creative and tail-ored experience.,This grain-free and gluten-free cat compliment is made without corn, wheat, soy, fillers or poultry by-product meals.,100% natural recipe provides your kitty with the wholesome goodness she needs and nothing that she doesn’t.",1.7,Food Topping,Adult,,"Grain-Free, Gluten Free, No Corn No Wheat No Soy, Pea-Free",Pouch
112845,"Addiction Grain-Free Duck Royale Dry Cat Food, 4-lb bag",Addiction,18.94,19.99,22,4.7,95,"Made from cage-free New Zealand duck and a healthy blend of sun-kissed berries.,Enriched with herbal botanicals and beneficial nutrients for overall health and vitality.,Perfect for cats seeking protein options outside of chicken, beef or lamb.,Grain and gluten-free, making this an ideal diet for cats with sensitivities.,Developed for all life stages, from kitten to senior age.",,Dry Food,Adult,,"Grain-Free, Gluten Free, No Corn No Wheat No Soy",
102324,Merrick Backcountry Raw Infused Kitten Recipe Grain-Free Dry Cat Food,Merrick,18.99,0.0,43,4.0,76,"Grain-free kitten recipe contains 42% protein with chicken as the number one ingredient to support muscle growth and development.,Infused with freeze-dried raw bites made with real poultry to lock in fresh taste and nutrition for growing kittens.,Features a mix of raw protein and antioxidant-rich veggies to provide a balanced diet like the one your kitty would find in the wild.,Packed with DHA omegas for healthy skin and fur, plus taurine, vitamins and minerals for overall well-being, and probiotics for gentle digestion.,Safely cooked in the USA in small batches with zero by-products, grains, wheat, gluten, corn, artificial colors, flavors or preservatives.",3.0,Dry Food,Kitten,,"No Corn No Wheat No Soy, High-Protein, Grain-Free, Gluten Free, Raw",
133725,"Solid Gold Holistic Delights Creamy Bisque with Chicken Liver & Coconut Milk Grain-Free Cat Food Pouches, 3-oz, case of 12",Solid Gold,14.28,15.48,14,3.9,79,"Holistic, grain and gluten free formula with real chicken liver in a creamy coconut milk bisque.,Loaded with nutrient-rich veggies, taurine, vitamins and minerals for a balanced diet for adult cats, senior cats and kittens.,Coconut milk provides calcium to support strong bones plus healthy fatty acids, moisture adds a delectable way to hydrate your pal.,Your kitty will love the delectable bisque and meaty flavor as a complete meal on its own or a tasty topper for dry food.,Free from fillers like corn, wheat, gluten, soy, artificial preservatives, carrageenan and meat by-product meals.",4.5,Wet Food,Adult,Bits in Broth,"Gluten Free, Grain-Free, No Corn No Wheat No Soy",Pouch
141151,Castor & Pollux PRISTINE Grain-Free Free-Range Chicken & Turkey Recipe Dry Cat Food,Castor & Pollux,43.15,47.99,10,3.8,80,"Paw-fect for dogs and cats up to 30 pounds.,Crafted using a durable pine wood frame for stability.,Features a plush pawprint pillow that’s soft and comfy.,Designed in a modern, sleek style to blend with your home’s décor.,Zippered pillow cover is removable and easy to clean in your washing machine.",10.0,Dry Food,Adult,,"No Corn No Wheat No Soy, Gluten Free, Grain-Free",
47398,CANIDAE Life Stages Indoor Formula Adult Dry Cat Food,CANIDAE,26.72,36.99,40,3.8,78,"Veterinarian formulated specifically for all indoor cats.,Optimum protein from chicken, turkey, lamb and ocean fish meal for a nutritionally dense formula.,Premium ingredients plus added vitamins and minerals make for great-tasting nutrition.,Includes HealthPLUS Solutions, a trio of probiotics, antioxidants and omega fatty acids added after cooking.,Made with uncompromised quality by the family-owned company without corn, wheat or soy.",15.0,Dry Food,Adult,,"Indoor, No Corn No Wheat No Soy, Weight Control",
