brand,info_dict,key_benefit,new_price,num_reviews,old_price,product,rating,recommand
Castor & Pollux,"{'Item Number': '141127', 'Weight': '4.5\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Gluten Free, Grain-Free'}","Paw-fect for small dogs or cats.,Includes a pair of 16-ounce stainless steel feeding bowls.,Designed for durability using sturdy pine wood for stability.,Features a premium, rustic brown finish to blend with your home’s décor.,Feeding bowls are made to be dishwasher-safe as well as rust and odor resistant.",36.48,14,40.56,Castor & Pollux PRISTINE Grain-Free Free-Range Chicken Recipe Pate Canned Cat Food,4.1,86
Wysong,"{'Item Number': '83371', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Breed Size': 'Small Breeds, Medium Breeds, Large Breeds', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Pea-Free'}","Premium 95% meat pet foods designed to mimic the archetypal, natural eating patterns of our carnivorous companion animals,One of the few natural canned pet diets on the market that is truly genetically appropriate,Devoid of all the modern conventional pet food filler ingredients and additives, including starch ingredients,Use as a supplement to Wysong dry diets,Suitable for dogs, cats & ferrets",32.89,20,34.79,"Wysong Epigen Beef Formula Grain-Free Canned Dog Food, 12.9-oz, case of 12",4.4,89
Sojos,"{'Item Number': '98118', 'Brand': 'WellPet', 'Food Form': 'Freeze-Dried, Treats', 'Lifestage': 'Adult', 'Special Diet': 'High-Protein, Gluten Free, Grain-Free, Raw'}","This single-ingredient treat features 100% raw salmon that’s been gently freeze-dried to protect the natural enzymes, vitamins and minerals in this nutritional powerhouse,With no artificial preservatives, flavors, or colors, these treats are perfect for cats who may suffer from allergies or who need a gain-free snack,Treats are made from all natural and human-quality meat fortified with amino acids and omega-3s,High-quality salmon protein delivers essential amino acids and rich nutrients to help your kitty thrive,Ideal for training, snaking or even as a good topper",6.99,17,0,"Sojos NaturalCat Wild-Caught Salmon Freeze-Dried Raw Cat Treats, 1-oz bag",3.8,88
Crave,"{'Item Number': '147832', 'Weight': '3.9\xa0pounds', 'Packaging Type': 'Tray', 'Food Texture': 'Chunks in Gravy', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, High-Protein, No Corn No Wheat No Soy, Pea-Free'}","Made with real turkey to provide cats with the meaty flavor they love and the protein-rich diet they need.,High-protein cat food provides cats with essential nutrients to help aid digestion and support healthy immune systems.,Made with no animal by-product meal, corn, wheat, soy, artificial flavors or preservatives because your feline deserves nothing but the best ingredients.,Grain-free cat food is inspired by your cat’s natural ancestral diet and proudly crafted in the USA with care.,This Crave wet cat food recipe is specially formulated for adult cats and contains 24, 2.6 oz. trays—that’s a total of 48 servings!",26.16,6,28.56,"Crave Turkey Recipe Cuts in Gravy Grain-Free Adult Cat Food Trays, 2.6-oz, case of 24 twin-packs",3.5,67
Evanger's,"{'Item Number': '109685', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'High-Protein, Grain-Free, Gluten Free, No Corn No Wheat No Soy, Pea-Free, Non-GMO'}","Chicken-free recipe is made with quail for a hypoallergenic option for sensitive stomachs.,Fortified with chelated minerals for optimal absorption and complete and balanced nutrition.,Cans are packed with raw ingredients and then cooked entirely inside the sealed can to lock in nutrients and flavor.,No soy, corn, wheat or by-products or harmful additives or preservatives.,GMO-free, gluten-free recipe is made in the USA by the family-owned company. Never frozen!",40.99,16,50.15,"Evanger's Super Premium Quail Dinner Grain-Free Canned Cat Food, 5.5-oz, case of 24",4.2,81
Blue Buffalo,"{'Item Number': '167671', 'Weight': '6.0\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Blue Carnivora', 'Food Form': 'Wet Food', 'Lifestage': 'Kitten', 'Special Diet': 'High-Protein, Grain-Free, No Corn No Wheat No Soy'}","Protein-packed wet food to satisfy your little one’s natural instincts.,Mimics what she would eat in nature as this diet is made with 95% animal ingredients.,Features a blend of chicken, turkey, saltwater fish and duck.,Contains nutrient-rich organs and cartilage with no grains or potatoes.,Enhanced with vitamins and minerals to give your kitty a complete and balanced diet.",49.46,5,54.96,"Blue Buffalo Carnivora Woodland Blend Grain-Free Kitten Wet Cat Food, 3-oz, case of 24",4.6,100
Blue Buffalo,"{'Item Number': '167656', 'Weight': '4.0\xa0pounds', 'Brand': 'Blue Carnivora', 'Food Form': 'Dry Food', 'Lifestage': 'Senior', 'Special Diet': 'High-Protein, Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","Protein-packed dry food to satisfy your aging feline's natural instincts.,83% of protein from 11 animal sources, including fresh, raw and dried chicken, turkey, saltwater fish and duck.,Contains nutrient-rich organs and cartilage, and perfected with vitamins and minerals to give your kitty a complete and balanced diet.,Protein helps to provide energy mature cats need to stay active, plus taurine to support a healthy heart.,Made with no grains, peas or potatoes and doesn’t rely on vegetables for protein.",26.99,8,0,Blue Buffalo Carnivora Woodland Blend Mature Grain-Free Dry Cat Food,4.2,88
Dave's Pet Food,"{'Item Number': '151521', 'Weight': '10.55\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free'}","Made with phosphorus to help support optimum kidney health and minimize stress on kidneys.,Features natural chicken broth and chicken as the first ingredients for the protein and flavor your pet craves.,100% free of grains and carrageenan, making this recipe a great option for sensitive cats.,Lower levels of sodium help support normal blood pressure, and omega-3 fatty acids help nourish skin and coat.,Enhanced with added vitamins, minerals, antioxidants and essential taurine to support overall well-being.",40.59,33,0,"Dave's Pet Food Restricted Diet Phosphorus Chicken Formula in Sauce Grain-Free Canned Cat Food, 5.5-oz, case of 24",2.5,48
Purina Muse,"{'Item Number': '148125', 'Weight': '2.22\xa0pounds', 'Packaging Type': 'Pouch', 'Food Texture': 'Flaked', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Pea-Free'}","Real salmon is the first ingredient in this healthful recipe that's sure to tempt your cat.,Wholesome recipe is grain-free and gluten-free, making it safe for cats with sensitivities or allergies.,Packaged in a pet-safe, BPA-free pouch that you can trust to carry nothing but nourishing goodness.,Made without other common allergens like corn, wheat or soy for kitties with sensitivities or choosy pet parents.,Rejects unnecessary ingredients like poultry by-product meals or fillers—so you know this food is packed with ingredients your cat needs.",20.64,51,22.24,"Purina Muse Natural Grain-Free Salmon Recipe with Scallops in Broth Wet Cat Food, 1.76-oz pouch, case of 16",4.6,94
Go!,"{'Item Number': '63559', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Petcurean', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Pea-Free'}","Preventative health recipe starts with protein-rich salmon to support healthy muscles and activity.,Formulated by PhD pet nutritionists to provide a complete and balanced nutrition for cats, with targeted blend of vitamins, minerals and taurine.,Packed with antioxidants for immune health and omega-3 fatty acids to support a healthy and lustrous skin and coat.,Cooked in salmon broth so it provides plenty of moisture to keep your pal hydrated and support digestive and urinary health.,Zero beef, wheat, corn, soy, by-product meals, added growth hormones or artificial preservatives and comes in BPA non-intent cans.",40.57,9,47.99,"Go! Daily Defence Salmon Pate Recipe Canned Cat Food, 5.5-oz, case of 24",4.8,100
Evanger's,"{'Item Number': '52617', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Breed Size': 'Small Breeds, Medium Breeds, Large Breeds', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Grain-Free, Gluten Free, Limited Ingredient Diet, Pea-Free'}","Easy open cans featuring a grain-free recipe for dogs and cats made with high-quality chicken,Kosher certified and endorsed by the Chicago Rabbinical Council (cRc) as acceptable for your pet to enjoy during Passover.,Perfect for protein rotation diets or as yummy food toppers for Evanger's dry food recipes to liven up dinner time,Recipe free of corn, wheat, soy, artificial colors or flavors.,Made in the USA!",39.09,29,0,"Evanger's Grain-Free Chicken Canned Dog & Cat Food, 6-oz, case of 24",4.2,86
Almo Nature,"{'Item Number': '132355', 'Weight': '5.42\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Pea-Free'}","All-natural formula is grain-free, GMO-free and crafted with 100% natural ingredients.,Sweet potatoes provide added fiber for digestibility and help ease digestive trouble.,Grain-free formula is easy to digest and is great for sensitive cats or cats with digestive issues.,Cooked and served in their own broth to increase palatability and reduce boredom.,Naturally rich in taurine, amino acids and protein for a complete and balanced meal.",17.89,6,19.09,"Almo Nature Complete Mackerel Recipe with Sweet Potatoes Grain-Free Canned Cat Food, 2.47-oz, case of 12",5.0,100
I and Love and You,"{'Item Number': '100756', 'Packaging Type': 'Can', 'Food Texture': 'Stew', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy'}","Grain-free, gluten-free and all-natural recipe provides perfectly balanced nutrition for cats of all sizes and life stages.,Real salmon is the first ingredient for a natural boost of protein without by-product meals, artificial flavors or fillers.,Lovingly made in the USA with only the highest quality, most responsibly sourced and wholesome ingredients available.,Chock full of unrefined sources of antioxidants and omega-6 and 3 fatty acids to promote healthy skin and a shiny coat.,Uniquely crafted for cats of all ages—from kittens to seniors, your pet will thrive on this wholesome food their entire life.",28.99,14,31.99,"I and Love and You Salmon Chanted Evening Stew Grain-Free Canned Cat Food, 3-oz, case of 24",3.8,79
9 Lives,"{'Item Number': '149749', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Savory tuna and liver canned cat food to help support your cat’s lean muscles and provide energy.,100% complete and balanced nutrition for adult cats with a taste they naturally crave.,Made with essential vitamins and minerals, your furry pal will have a well-rounded meal every day.,High-quality, delicious tasting cat food so your cat will be wagging his tail every time he eats.,Proudly and safely made in the USA for a recipe you can trust.",12.29,8,0,"9 Lives Protein Plus with Tuna and Liver Canned Cat Food, 5.5-oz, case of 24",2.6,50
Wellness,"{'Item Number': '145483', 'Weight': '4.5\xa0pounds', 'Brand': 'WellPet', 'Food Form': 'Dry Food, Freeze-Dried', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Grain-Free, Gluten Free, High-Protein, Raw'}","Grain-free, delicious meal that includes complete and balanced everyday nutrition for your cat.,Naturally grain free kibble made with premium proteins including turkey and chicken, mixed with freeze-dried bites of 100% raw turkey.,Nutrient-packed meal provides the calories and the high fiber to support a cat's lifestyle.,Raw, freeze-dried bites provide a convenient and safe way to introduce raw into your kitty's diet,Thoughtfully prepared to ensure the highest levels of quality and safety.",23.79,40,0,Wellness CORE RawRev Grain-Free Original Recipe with Freeze-Dried Turkey Liver Dry Cat Food,4.0,88
AvoDerm,"{'Item Number': '86937', 'Packaging Type': 'Pouch', 'Food Texture': 'Flaked', 'Brand': ""Breeder's Choice"", 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, No Corn No Wheat No Soy, Pea-Free'}","Fish broth, mackerel and tuna are the top ingredients to support lean muscles and healthy activity.,Avocado oil sourced from California avocados plus sunflower oil provide omega-3 and 6 fatty acids for skin and coat health.,Superfood source of vitamins, minerals and health-supporting phytonutrients from avocados, plus taurine, antioxidants and essential amino acids.,Provides a balanced and complete diet for cats of all ages, in a delicious gravy even picky eaters won’t turn down.,Made with real fish broth for much-needed hydration to help support urinary and overall health, and zero grains, corn, wheat or soy.",22.57,10,0,"AvoDerm Natural Grain-Free Ocean Fish Recipe in Gravy Cat Food Pouches, 3-oz, case of 24",4.1,90
Sheba,"{'Item Number': '148922', 'Weight': '2.1\xa0pounds', 'Packaging Type': 'Pouch', 'Food Texture': 'Bits in Broth', 'Food Form': 'Wet Food, Food Topping', 'Lifestage': 'Adult'}","Premium salmon and vegetable cat food complement is the perfect supplement to your feline companion’s recommended balanced diet.,Serve up to one broth pouch per day—for an average size adult cat—at room temperature as a bonus to wet or dry food.,Each easy-to-open pouch doesn’t contain any corn, soy or fillers and can even be served as a treat.,These broth-based cat food supplements help make food softer and easier to chew.,Case of 24 salmon and vegetable clear broth meal complement is great even for the pickiest eaters.",23.76,7,30.96,"Sheba Signature Broths Salmon & Vegetable Clear Broth Cat Food Topper, 1.4-oz, case of 24",3.0,86
Solid Gold,"{'Item Number': '99352', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, No Corn No Wheat No Soy, Pea-Free'}","Salmon, whitefish, beef liver, salmon broth and beef are listed as the top 5 ingredients followed by real vegetables including pumpkin and spinach!,Vitamins, minerals and taurine provide your cat with the complete and balanced nutrition to keep your cat happy and healthy.,Free from gluten, corn, wheat, soy, grains, added sugars, fillers, by-products, artificial coloring, flavoring or preservatives.,Delectable wet cat food pairs purr-fectly with your kitty’s favorite kibble.,Suitable for all life stages from kittens to cats.",16.68,15,17.88,"Solid Gold Flavorful Feast in Gravy with Real Salmon & Beef Recipe Grain-Free Canned Cat Food, 3-oz, case of 12",3.5,80
Evanger's,"{'Item Number': '93918', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'High-Protein, Grain-Free, Gluten Free, No Corn No Wheat No Soy, Pea-Free'}","Chicken-free recipe is made with novel proteins for a hypoallergenic option, with added liver for palatability.,No soy, corn, wheat or by-products or harmful additives or preservatives. Made with wholesome meat.,Cans are packed with raw ingredients and then cooked entirely inside the sealed can to lock in nutrients and flavor.,Fortified with chelated minerals for optimal absorption and complete and balanced nutrition.,GMO-free, gluten-free recipe is made in the USA by the family-owned company. Never frozen!",42.66,28,47.76,"Evanger's Super Premium Rabbit & Quail Dinner Grain-Free Canned Cat Food, 5.5-oz, case of 24",4.2,96
Rachael Ray Nutrish,"{'Item Number': '143728', 'Weight': '4.2\xa0pounds', 'Packaging Type': 'Tray', 'Food Texture': 'Shredded', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, High-Protein, Pea-Free'}","Tender cuts of chicken and duck are stirred into a hearty gravy, with real chicken as the first ingredient.,This nutrient-packed meal is made with food your cat instinctively craves.,Boosted only with added vitamins, minerals and taurine, this complete meal is sure to give your feline friend all the nutrition they need.,This high-protein food is made with no grain, gluten or filler ingredients, so you can trust what you’re serving your cat is as healthy as it is affordable.,A palatable plate with all the tastes and textures sure to please even the finickiest of felines.",25.98,9,28.56,"Rachael Ray Nutrish PEAK Natural Grain-Free Wetlands Recipe with Real Chicken & Duck in Hearty Gravy Wet Cat Food, 2-oz, case of 24",3.9,89
Lotus,"{'Item Number': '153813', 'Weight': '5.0\xa0pounds', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Low Glycemic, Limited Ingredient Diet, No Corn No Wheat No Soy'}","Wholesome, flavorful dry food is oven-baked in Canada, with all the goodness your feline needs to stay strong, healthy and happy.,Grain-free recipe avoids common ingredients like rice and barley, for cats who are sensitive or choosy pet parents who prefer to go without grains.,Tasty formula is low-glycemic, making it purr-fect for cats watching their sugar intake or who are less active than others.,Relies on healthful, low-starch carbohydrates—like chickpeas, lentils and tapioca—rather than fillers like corn, wheat or soy.,Limited animal proteins make this meal ideal for kitties with allergies or sensitivities to other meats or fish.",24.99,9,0,Lotus Wholesome Chicken Grain-Free Recipe Dry Cat Food,4.0,100
BFF,"{'Item Number': '104750', 'Weight': '8.25\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Aspic / Gelee, Minced', 'Brand': 'Weruva', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Gluten Free, Grain-Free, No Corn No Wheat No Soy, Pea-Free, Non-GMO'}","Wild-caught tuna and bonito are the top ingredients for animal-sourced protein for healthy muscles and activity.,Packed with amino acids, vitamins, minerals and essential taurine for overall health and well-being.,Loaded with tasty broth so it's a great way to add hydration to help support digestive and urinary health.,Protein as the major source of calories to meet the nutritional needs of carnivores and provides a balanced diet for cats of all ages.,Made in food safe facilities and free of grain, gluten and MSG, and comes in easy-to-open cans.",34.99,49,37.99,BFF Tuna & Bonito Be Mine Dinner in Gelee Canned Cat Food,4.1,78
Natural Balance,"{'Item Number': '116328', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Indoor, Limited Ingredient Diet, No Corn No Wheat No Soy, Weight Control, Sensitive Digestion'}","Limited-ingredient, grain-free wet food created especially for the needs of indoor cats.,Lean formula supports a healthy weight, with real salmon as the first ingredient.,Prebiotic fiber supports healthy digestion, which makes for easier litter box cleanup.,Balanced omega-3 and omega-6 fatty acids help maintain healthy skin and a shiny coat.,Offers hairball control and contains no artificial colors, flavors or preservatives.",38.2,23,45.36,"Natural Balance L.I.D. Limited Ingredient Diets Indoor Grain-Free Salmon & Chickpea Formula Wet Cat Food, 5.5-oz, case of 24, 5.5-oz",3.0,61
Primal,"{'Item Number': '175441', 'Weight': '5.5\xa0ounces', 'Food Form': 'Freeze-Dried', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, No Corn No Wheat No Soy, Raw'}","Freeze-dried food made from only the freshest, human-grade ingredients.,Features antibiotic and steroid free quail as the first ingredient with fresh ground bone for calcium supplementation.,Contains optimum levels of the amino acids, essential fatty acids, natural-occurring enzymes, and necessary vitamins and minerals.,Made in the USA with no grain, gluten, corn, wheat or soy.,Complete and balanced diet because your kitty deserves nothing but the best.",18.99,12,0,Primal Quail Formula Nuggets Grain-Free Raw Freeze-Dried Cat Food,4.2,75
Ziwi,"{'Item Number': '157503', 'Weight': '4.875\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Limited Ingredient Diet, Non-GMO'}","Sustainably wild-caught New Zealand hoki delivers healthy omega-3 and omega-6 fatty acids to promote healthy brain and eye development and encourage healthy skin and a shiny, lustrous coat.,Supports healthy joints and mobility with New Zealand green mussels, which provide a natural source of chondroitin and glucosamine.,Chunky, loaf-styled cat food is complete and balanced with 92% organs, bones, fresh hoki and green mussels.,Recipe free of grains, corn, wheat, soy, rice, potatoes, tapioca starch, fillers or meals.,Made with zero gelling agents, preservatives, or sugars and glycerin because your cat is sweet enough!",44.52,15,0,Ziwi Peak Hoki Recipe Canned Cat Food,3.5,80
Merrick,"{'Item Number': '150389', 'Weight': '5.3\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Limited Ingredient Diet, Grain-Free, No Corn No Wheat No Soy, Gluten Free'}","This limited ingredient diet recipe is carefully crafted with a limited amount of carefully chosen ingredients.,Salmon is listed as the very first ingredient and serves as the only single-source protein.,Contains taurine—an amino acid that helps support your cat’s overall health.,Grain-free and potato-free recipe is a purr-fect option for cats with certain food sensitivities.,Made in the USA with fresh ingredients from family farms across the country.",30.02,6,30.96,"Merrick Limited Ingredient Diet Grain-Free Salmon Canned Cat Food, 2.75-oz, case of 24",3.8,100
Annamaet,"{'Item Number': '78022', 'Weight': '12.0\xa0pounds', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'High-Protein, Grain-Free, No Corn No Wheat No Soy, Non-GMO'}","Algae - a stable and sustainable natural ingredient that is an excellent source of Omega 3 Fatty Acids.,Herring meal and pork peal for added flavor.,Proteinated (Chelated) Minerals increases their utilization and strengthen the immune system.,DHA supports brain development and healthy cognitive function.,Cranberries are a powerful antioxidant to support urinary tract health.",44.99,35,0,Annamaet Grain-Free Chicken & Fish Formula Dry Cat Food,4.6,91
Forza10,"{'Item Number': '183183', 'Weight': '1.0\xa0pounds', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'Gluten Free, No Corn No Wheat No Soy, Limited Ingredient Diet, Non-GMO'}","Designed to lower urinary tract pH for better urinary health. Low magnesium helps avoid the formation of struvite crystals.,A good choice for cats with Feline Lower Urinary Tract Disease, recurrent or chronic cystitis, and those prone to developing crystals and blockages.,Formulated with carefully selected herbal extracts including cranberry and dandelion to support urinary system function.,Highly digestible, hypoallergenic ingredients help avoid food sensitivities and prevent allergies.,Protein from wild-caught fish, carbohydrates from rice, and no added fillers or artificial flavors, colors, or preservatives promote overall health in compromised kitties.",7.99,9,0,Forza10 Nutraceutic Active Urinary Dry Cat Food,3.8,78
I and Love and You,"{'Item Number': '100758', 'Packaging Type': 'Can', 'Food Texture': 'Stew', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy'}","Grain-free, gluten-free and all-natural recipe provides perfectly balanced nutrition for cats of all sizes and life stages.,Real tuna is the first ingredient for a natural boost of protein without by-product meals, artificial flavors or fillers.,Lovingly made in the USA with only the highest quality, most responsibly sourced and wholesome ingredients available.,Chock full of unrefined sources of antioxidants and omega-6 and 3 fatty acids to promote healthy skin and a shiny coat.,Uniquely crafted for cats of all ages—from kittens to seniors, your pet will thrive on this wholesome food their entire life.",31.99,12,0,"I and Love and You Tuna Fintastic Stew Grain-Free Canned Cat Food, 3-oz, case of 24",3.5,58
Only Natural Pet,"{'Item Number': '143542', 'Weight': '10\xa0ounces', 'Breed Size': 'Small Breeds, Medium Breeds, Large Breeds', 'Food Form': 'Freeze-Dried, Food Topping', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, Raw, Pea-Free'}","Holistic vet formulated kibble with raw freeze-dried, free-range venison and liver for real whole food nutrition that your pal instinctually craves.,Bite-size pieces are an ideal tasty food topper or treat but can also be fed as a complete and balanced meal.,Provides highly-digestible protein plus health-boosting nutrients like vitamins, minerals and probiotics.,Made with raw organic goat’s milk, apple cider vinegar and fruits and vegetables for antioxidants, electrolytes and healthy fats in every bite.,Safely made in the USA without the use of grain and comes in an easy-to-use resealable package.",36.98,8,0,"Only Natural Pet RawNibs Venison & Liver Grain-Free Freeze-Dried Dog & Cat Food, 10-oz bag",4.5,100
AvoDerm,"{'Item Number': '65256', 'Packaging Type': 'Can', 'Food Texture': 'Flaked', 'Brand': ""Breeder's Choice"", 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Sensitive Digestion, Grain-Free, Pea-Free'}","Tuna and tuna broth are the top ingredients, plus prawns for the animal-sourced protein your kitty thrives on.,Avocado oil sourced from California avocados plus sunflower oil provide omega-3 and 6 fatty acids for skin and coat health.,Superfood source of vitamins, minerals and health-supporting phytonutrients from avocados, plus taurine, antioxidants and essential amino acids.,Provides a balanced and complete diet for cats of all ages, in a delicious consomme even picky eaters won’t turn down.,Made with real tuna broth for much-needed hydration to help support urinary and overall health, and zero grains so it’s great for cats with sensitivities.",35.43,14,0,"AvoDerm Natural Wild by Nature Grain-Free Tuna with Prawns Canned Cat Food, 3-oz, case of 24",4.3,86
CANIDAE,"{'Item Number': '103592', 'Weight': '10.0\xa0pounds', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'Sensitive Digestion, Grain-Free, Gluten Free, No Corn No Wheat No Soy, Limited Ingredient Diet'}","Trout is listed as the very first ingredient for the high-quality protein your cat deserves.,This simple recipe uses just 7 key ingredients for sensitive cats.,Made with whole foods for gentle digestion.,Also contains vitamins, minerals and a probiotics mix.,Made with uncompromised quality by the family-owned company without corn, wheat or soy.",29.99,32,0,CANIDAE Grain-Free PURE Stream with Trout Limited Ingredient Diet Dry Cat Food,3.4,69
Solid Gold,"{'Item Number': '99376', 'Packaging Type': 'Tray', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Gluten Free, Grain-Free'}","Holistic formula with high-protein shrimp in a lip-smacking and filling mousse made with wholesome goat milk.,It’s the protein-centered diet that cats and kittens love, and the juicy mousse is perfect for finicky eaters.,Provides all the essential amino acids, minerals, vitamins, antioxidants and taurine your kitty needs for overall health.,The goat milk is a great source of easy-to-digest nutrients and helps provide much-needed daily hydration.,Comes in easy-to-open, perfect-portion cups that can be fed on their own or mixed into dry food, and contain no gluten or grains.",8.34,12,8.94,"Solid Gold Purrfect Pairings Savory Mousse with Shrimp & Goat Milk Grain-Free Cat Food Cups, 2.75-oz, case of 6",3.9,92
Nature's Logic,"{'Item Number': '85761', 'Weight': '15.4\xa0pounds', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'High-Protein, Gluten Free, No Corn No Wheat No Soy, Pea-Free'}","Made with over 60% animal protein with chicken meal listed as the first ingredient.,Contains natural, active probiotics and enzymes to support a healthy digestive tract.,100% MSG-free and free of potatoes, peas, lentils, wheat, corn, rice, soy, potato or chemically synthesized vitamins, minerals, trace nutrients, carrageenan, guar gum or xanthan gum.,Formulated with naturally occurring taurine found in the organ and muscle meat, as well as the plasma for nose-to-tail well-being in every bite.,Made with 100% natural and gluten-free ingredients that your purring pal deserves.",45.59,38,48.17,Nature's Logic Feline Chicken Meal Feast All Life Stages Dry Cat Food,3.8,84
Merrick,"{'Item Number': '176649', 'Packaging Type': 'Pouch', 'Food Texture': 'Chunks in Gravy', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Grain-Free'}","Features real, beefy morsels as the first ingredient along with peas and yukon gold potatoes in a savory gravy.,A recipe made with real ingredients you can actually see.,Serves as a tasty grain-free snack.,Purr-fectly suitable for both indoor and outdoor cats.,Safely cooked in the USA.",30.02,4,33.36,"Merrick Purrfect Bistro Bon Appetits Grain-Free Beef Recipe Morsels in Gravy Adult Cat Food Pouches, 3-oz, case of 24",5.0,100
Feline Natural,"{'Item Number': '151676', 'Weight': '2\xa0ounces', 'Food Form': 'Freeze-Dried, Food Topping, Treats', 'Lifestage': 'Adult', 'Special Diet': 'Gluten Free, Grain-Free, High-Protein, Limited Ingredient Diet, No Corn No Wheat No Soy, Pea-Free, Non-GMO'}","Made with 100% grass-fed lamb green tripe from New Zealand.,Natural superfood supplement aids your cat’s natural anti-inflammatory response and contains prebiotics and probiotics to support healthy digestion.,Freeze-dried to preserve the flavor and nutrients your cat deserves.,Made without grain, wheat, corn, soy, dairy, potatoes or fillers.,Crafted in New Zealand without artificial preservatives or flavors for a wholesome meal and topper you can trust.",13.99,16,0,"Feline Natural Booster Lamb Green Tripe Freeze-Dried Cat Food Topper, 2-oz bag",3.6,75
Wellness,"{'Item Number': '145494', 'Weight': '4.13\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'WellPet', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Grain-Free, High-Protein, Pea-Free'}","Grain-free, delicious meal that includes complete and balanced everyday nutrition for your cat.,Rich in premium protein from real meat, real vegetables and essential vitamins and minerals.,Complete diet that can also be used as complementary mixer or topper to other CORE dry cat food diets,Contains only premium, all-natural ingredients with no meat by-products, artificial flavors, colors or preservatives.,Thoughtfully prepared to ensure the highest levels of quality and safety.",31.92,9,0,"Wellness CORE 95% Chicken & Salmon Grain-Free Canned Cat Food, 5.5-oz, case of 12",3.6,67
